년도,태풍번호,time,y,x,level
2020,5,2020-08-08 18:00,21.4,126.2,TS
2020,5,2020-08-09 0:00,23.3,126,TS
2020,5,2020-08-09 6:00,24.4,126.2,TS
2020,5,2020-08-09 12:00,27.3,126.4,TS
2020,5,2020-08-09 15:00,28.9,126.3,TS
2020,5,2020-08-09 18:00,30.1,126.5,TS
2020,5,2020-08-09 21:00,31.1,126.9,TS
2020,5,2020-08-10 0:00,32.1,127.4,TS
2020,5,2020-08-10 3:00,33.4,128,TS
2020,5,2020-08-10 6:00,34.8,128.6,TS
2020,5,2020-08-10 8:00,35.6,129.2,LOW
